estado;total_moradores;tipo_local;num_comodos;problemas_recentes;saude;peso;altura
São Paulo;2;Urbano;3;Não;#N/D;;
Distrito Federal;4;Rural;6;Não;Boa;074.0;172
Alagoas;5;Urbano;7;Não;#N/D;;
Amapá;3;Rural;6;Não;#N/D;;
Piauí;4;Urbano;3;Não;#N/D;;
Maranhão;4;Urbano;5;Não;#N/D;;
Bahia;6;Rural;8;Não;#N/D;;
Rio Grande do Norte;2;Urbano;4;Não;Boa;063.0;165
Paraná;7;Urbano;7;Sim;#N/D;;
Mato Grosso;2;Urbano;4;Não;#N/D;;
Amazonas;3;Urbano;7;Não;Muito boa;080.0;169
Ceará;3;Rural;6;Não;Regular;063.0;
Santa Catarina;4;Urbano;6;Sim;Ruim;084.0;
Bahia;5;Rural;6;Não;Boa;;
Rio Grande do Norte;3;Urbano;4;Não;Boa;106.0;180
Rondônia;3;Urbano;6;Não;Boa;079.0;176
Pará;3;Rural;8;Não;#N/D;;
Piauí;2;Urbano;4;Não;#N/D;;
Mato Grosso;5;Urbano;5;Não;#N/D;;
Amapá;;Urbano;;;#N/D;;
Mato Grosso do Sul;8;Urbano;7;Não;#N/D;;
Bahia;4;Urbano;7;Não;#N/D;;
Ceará;3;Rural;7;Não;#N/D;;
Paraná;6;Rural;7;Não;#N/D;;
São Paulo;4;Urbano;5;Não;#N/D;;
Amazonas;;Rural;;;#N/D;;
Rio Grande do Sul;2;Rural;4;Não;Regular;080.0;173
Tocantins;3;Rural;5;Não;Regular;050.0;163
Mato Grosso;2;Rural;4;Não;#N/D;;
Pernambuco;4;Urbano;4;Sim;#N/D;;
Minas Gerais;2;Rural;6;Não;Ruim;109.0;173
Paraná;6;Urbano;7;Sim;#N/D;;
Amazonas;7;Rural;5;Não;#N/D;;
Pernambuco;2;Urbano;5;Não;Boa;;
Tocantins;4;Urbano;8;Não;#N/D;;
Amazonas;4;Urbano;5;Não;#N/D;;
Pará;1;Urbano;2;Não;Regular;067.0;
Roraima;8;Urbano;6;Não;Boa;060.0;157
Acre;4;Rural;4;Não;#N/D;;
Ceará;2;Urbano;4;Não;#N/D;;
Tocantins;4;Urbano;4;Não;#N/D;;
Alagoas;6;Rural;8;Não;#N/D;;
Amapá;7;Urbano;8;Não;#N/D;;
Rio de Janeiro;2;Urbano;5;Não;#N/D;;
Paraíba;4;Rural;7;Não;#N/D;;
Maranhão;6;Urbano;5;Não;#N/D;;
Santa Catarina;2;Urbano;9;Não;Regular;065.0;163
Rio Grande do Norte;4;Urbano;4;Não;#N/D;;
Pará;;Urbano;;;#N/D;;
Rio Grande do Sul;2;Rural;7;Não;#N/D;;
Amazonas;4;Urbano;5;Não;#N/D;;
Pernambuco;3;Urbano;8;Não;#N/D;;
Piauí;4;Urbano;5;Não;Ruim;;
Paraná;2;Urbano;5;Não;Regular;064.0;172
Alagoas;5;Urbano;8;Não;#N/D;;
Goiás;4;Urbano;5;Sim;#N/D;;
Rio de Janeiro;2;Urbano;7;Não;Boa;065.0;167
Ceará;;Urbano;;;#N/D;;
Minas Gerais;4;Rural;6;Sim;#N/D;;
Amazonas;4;Urbano;4;Sim;Ruim;071.0;
Pernambuco;5;Rural;6;Não;#N/D;;
Maranhão;4;Urbano;4;Não;Boa;;175
Rio de Janeiro;3;Urbano;6;Sim;#N/D;;
Pernambuco;6;Rural;6;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;13;Não;#N/D;;
Pernambuco;3;Urbano;6;Não;Boa;;160
Pará;2;Urbano;7;Não;#N/D;;
Minas Gerais;1;Urbano;10;Não;Regular;056.0;165
Mato Grosso do Sul;2;Urbano;7;Não;#N/D;;
Santa Catarina;5;Urbano;7;Não;#N/D;;
Paraná;1;Urbano;5;Sim;Regular;067.0;157
Alagoas;6;Rural;6;Não;Regular;;
Bahia;2;Urbano;13;Não;#N/D;;
Acre;5;Urbano;6;Não;#N/D;;
Rio Grande do Norte;4;Urbano;8;Não;#N/D;;
Piauí;4;Urbano;5;Não;#N/D;;
Rio Grande do Sul;3;Rural;8;Não;#N/D;;
Ceará;4;Urbano;3;Não;#N/D;;
Paraíba;4;Urbano;5;Não;Boa;068.0;168
Bahia;2;Urbano;5;Sim;#N/D;;
Alagoas;6;Urbano;7;Não;#N/D;;
Santa Catarina;2;Urbano;4;Não;Regular;;
Piauí;3;Urbano;5;Não;Ruim;080.0;170
Distrito Federal;4;Urbano;10;Não;#N/D;;
Rondônia;5;Rural;4;Sim;#N/D;;
Amazonas;2;Urbano;8;Não;#N/D;;
Rio Grande do Norte;4;Rural;4;Não;#N/D;;
São Paulo;2;Urbano;6;Não;#N/D;;
Maranhão;2;Urbano;7;Não;Regular;052.0;165
Pará;5;Urbano;8;Não;#N/D;;
Tocantins;3;Urbano;6;Não;#N/D;;
Amazonas;8;Urbano;7;Não;#N/D;;
Goiás;4;Urbano;8;Não;#N/D;;
Amazonas;4;Urbano;4;Não;Regular;095.0;178
Alagoas;5;Urbano;5;Sim;#N/D;;
Piauí;7;Rural;7;Não;#N/D;;
Espírito Santo;7;Rural;10;Não;#N/D;;
Pernambuco;;Urbano;;;#N/D;;
Paraná;6;Urbano;8;Não;#N/D;;
São Paulo;4;Urbano;6;Não;Muito boa;100.0;173
Goiás;2;Urbano;5;Não;#N/D;;
Rio de Janeiro;13;Urbano;5;Não;#N/D;;
Acre;3;Urbano;5;Não;#N/D;;
Mato Grosso;1;Urbano;3;Não;Muito ruim;062.5;
São Paulo;5;Urbano;4;Não;#N/D;;
Rio de Janeiro;3;Urbano;6;Não;#N/D;;
Maranhão;6;Rural;7;Não;Boa;046.0;160
Piauí;4;Urbano;9;Não;Regular;057.0;174
Maranhão;6;Rural;4;Não;#N/D;;
Bahia;2;Rural;6;Sim;Ruim;068.0;
Maranhão;2;Urbano;5;Não;#N/D;;
Rio Grande do Sul;1;Urbano;5;Não;Boa;078.0;172
Pará;4;Urbano;6;Não;#N/D;;
Rondônia;3;Urbano;5;Não;Regular;057.0;162
Acre;5;Urbano;2;Sim;#N/D;;
Mato Grosso;1;Urbano;3;Não;Regular;047.0;160
São Paulo;4;Urbano;4;Não;#N/D;;
Rio de Janeiro;1;Urbano;4;Não;Muito boa;090.0;168
Maranhão;3;Urbano;5;Não;Boa;051.0;148
Goiás;2;Urbano;5;Não;#N/D;;
Espírito Santo;1;Urbano;5;Não;Muito boa;078.0;177
Ceará;7;Urbano;6;Não;#N/D;;
Rondônia;4;Urbano;5;Não;#N/D;;
Piauí;5;Urbano;6;Não;#N/D;;
Goiás;5;Urbano;8;Não;#N/D;;
Roraima;7;Urbano;6;Não;Boa;048.0;163
Ceará;2;Urbano;6;Não;#N/D;;
Maranhão;10;Urbano;7;Não;#N/D;;
Amazonas;3;Urbano;3;Não;Boa;074.0;170
Pará;4;Urbano;3;Não;Boa;057.0;148
Minas Gerais;2;Urbano;9;Não;#N/D;;
Paraná;2;Rural;6;Não;#N/D;;
Pará;2;Rural;5;Não;#N/D;;
Bahia;3;Urbano;8;Não;#N/D;;
Mato Grosso do Sul;1;Urbano;6;Sim;Boa;076.0;170
Pará;4;Rural;4;Não;#N/D;;
Espírito Santo;1;Urbano;3;Não;Boa;082.5;178
Maranhão;6;Rural;7;Não;#N/D;;
Rio Grande do Sul;2;Urbano;8;Sim;Ruim;072.0;
São Paulo;3;Urbano;3;Não;#N/D;;
Rio de Janeiro;7;Urbano;4;Não;#N/D;;
Pernambuco;4;Urbano;6;Não;#N/D;;
Paraíba;4;Rural;6;Não;#N/D;;
Paraná;1;Urbano;4;Não;Regular;;
Amapá;4;Urbano;4;Não;#N/D;;
Bahia;8;Urbano;8;Não;#N/D;;
Pernambuco;2;Urbano;5;Não;Muito boa;074.0;177
Pernambuco;4;Urbano;5;Não;#N/D;;
São Paulo;4;Rural;4;Não;#N/D;;
Mato Grosso do Sul;1;Urbano;6;Não;Muito boa;073.0;180
São Paulo;4;Urbano;5;Não;#N/D;;
Roraima;3;Rural;4;Não;#N/D;;
Piauí;;Rural;;;#N/D;;
Mato Grosso do Sul;3;Urbano;8;Não;#N/D;;
Amapá;3;Urbano;3;Não;#N/D;;
Mato Grosso;;Urbano;;;#N/D;;
Ceará;3;Rural;5;Não;#N/D;;
Acre;2;Urbano;9;Não;Boa;070.0;164
Espírito Santo;3;Urbano;5;Não;#N/D;;
Goiás;3;Urbano;8;Não;#N/D;;
Pará;3;Rural;6;Não;#N/D;;
Rondônia;6;Urbano;9;Não;#N/D;;
Pará;4;Urbano;4;Não;Boa;092.0;167
São Paulo;4;Urbano;5;Não;#N/D;;
São Paulo;1;Urbano;5;Sim;Regular;070.0;170
Paraíba;3;Urbano;6;Não;#N/D;;
Rio Grande do Norte;2;Urbano;7;Não;#N/D;;
Minas Gerais;3;Urbano;4;Não;#N/D;;
Santa Catarina;2;Urbano;7;Não;#N/D;;
Maranhão;3;Rural;6;Não;#N/D;;
Minas Gerais;5;Urbano;10;Não;Regular;101.0;165
Paraíba;5;Urbano;6;Não;#N/D;;
São Paulo;4;Urbano;7;Não;#N/D;;
Tocantins;3;Urbano;6;Sim;Boa;060.0;153
Paraná;4;Urbano;4;Não;#N/D;;
Pernambuco;;Urbano;;;#N/D;;
Paraná;5;Rural;6;Não;#N/D;;
Rondônia;5;Rural;6;Não;#N/D;;
Amazonas;7;Rural;4;Não;#N/D;;
Santa Catarina;6;Urbano;9;Não;Boa;075.0;176
Rondônia;3;Rural;5;Não;Boa;055.0;171
Ceará;2;Rural;7;Não;#N/D;;
São Paulo;7;Urbano;4;Sim;#N/D;;
Espírito Santo;4;Urbano;14;Não;#N/D;;
Espírito Santo;5;Urbano;11;Não;#N/D;;
Paraíba;1;Urbano;3;Não;Boa;048.0;
Paraíba;;Urbano;;;#N/D;;
Mato Grosso;7;Urbano;11;Não;#N/D;;
Santa Catarina;4;Urbano;6;Não;#N/D;;
São Paulo;3;Urbano;4;Não;#N/D;;
Rio Grande do Norte;3;Urbano;6;Não;#N/D;;
Roraima;3;Urbano;6;Não;Regular;045.0;
São Paulo;4;Urbano;8;Não;#N/D;;
Rio Grande do Sul;3;Urbano;7;Não;#N/D;;
Rio de Janeiro;10;Urbano;6;Não;#N/D;;
Mato Grosso;4;Urbano;9;Não;#N/D;;
Distrito Federal;4;Urbano;18;Não;#N/D;;
Pernambuco;1;Urbano;6;Não;Boa;110.0;190
Rio Grande do Norte;4;Urbano;8;Não;#N/D;;
Maranhão;5;Rural;6;Sim;Regular;056.0;150
São Paulo;3;Urbano;7;Não;Boa;115.0;170
Rondônia;6;Urbano;10;Não;#N/D;;
Piauí;4;Urbano;7;Sim;#N/D;;
Pará;2;Urbano;4;Não;Boa;080.0;170
Paraná;4;Urbano;5;Não;#N/D;;
Espírito Santo;4;Urbano;7;Não;Muito boa;063.0;156
Minas Gerais;3;Urbano;5;Não;#N/D;;
Goiás;3;Urbano;4;Não;#N/D;;
Ceará;3;Urbano;5;Não;Regular;063.0;150
Roraima;2;Rural;5;Não;Boa;094.0;180
Pará;;Urbano;;;#N/D;;
Paraná;;Rural;;;#N/D;;
Pernambuco;4;Urbano;4;Não;#N/D;;
Rio de Janeiro;1;Urbano;4;Não;Regular;075.0;175
Espírito Santo;3;Urbano;5;Não;#N/D;;
São Paulo;4;Rural;6;Não;#N/D;;
Rio de Janeiro;5;Urbano;5;Não;#N/D;;
Roraima;5;Urbano;3;Não;#N/D;;
Tocantins;2;Urbano;5;Não;Ruim;062.0;
Santa Catarina;3;Urbano;4;Não;#N/D;;
São Paulo;2;Urbano;6;Não;#N/D;;
Piauí;3;Urbano;6;Não;#N/D;;
Maranhão;4;Urbano;8;Não;#N/D;;
Tocantins;5;Urbano;7;Não;#N/D;;
Amazonas;3;Urbano;5;Não;#N/D;;
São Paulo;5;Urbano;5;Não;#N/D;;
Paraná;4;Urbano;7;Não;#N/D;;
São Paulo;4;Urbano;5;Não;#N/D;;
Acre;3;Urbano;5;Não;Boa;079.0;169
Mato Grosso do Sul;3;Urbano;5;Não;Boa;059.0;166
Mato Grosso do Sul;5;Urbano;10;Não;#N/D;;
Pernambuco;2;Rural;6;Sim;#N/D;;
Bahia;7;Urbano;5;Não;#N/D;;
São Paulo;5;Urbano;4;Não;#N/D;;
Amazonas;3;Urbano;5;Não;Boa;105.0;168
Maranhão;6;Rural;4;Não;#N/D;;
Ceará;5;Urbano;7;Não;#N/D;;
Paraná;2;Urbano;5;Sim;Boa;090.0;185
Minas Gerais;4;Rural;8;Não;#N/D;;
São Paulo;3;Urbano;5;Não;#N/D;;
Goiás;4;Urbano;7;Não;Muito boa;053.0;171
Amazonas;4;Rural;4;Sim;Boa;058.0;
Espírito Santo;6;Urbano;3;Não;Boa;;
Rio Grande do Sul;3;Urbano;9;Não;#N/D;;
Bahia;2;Rural;6;Não;Muito boa;088.0;
Amapá;7;Rural;4;Não;#N/D;;
Rio Grande do Norte;4;Rural;6;Não;#N/D;;
Roraima;2;Urbano;7;Não;Boa;050.0;158
Rio Grande do Sul;3;Urbano;11;Não;#N/D;;
Minas Gerais;2;Urbano;5;Não;Boa;064.0;155
Ceará;5;Rural;5;Não;#N/D;;
Amazonas;6;Rural;7;Não;Regular;083.0;163
Sergipe;3;Urbano;5;Não;Boa;;
Paraná;4;Urbano;9;Não;#N/D;;
Paraná;3;Rural;5;Não;Muito boa;098.0;182
Rondônia;3;Urbano;5;Não;#N/D;;
Rondônia;3;Urbano;5;Não;#N/D;;
Paraná;4;Rural;6;Não;#N/D;;
Roraima;6;Rural;5;Não;Boa;087.0;160
Amazonas;;Rural;;;#N/D;;
Paraíba;1;Urbano;4;Não;Boa;;
Maranhão;6;Rural;7;Não;Regular;066.0;157
Distrito Federal;4;Urbano;5;Não;#N/D;;
Maranhão;4;Rural;6;Não;Boa;082.0;169
Minas Gerais;5;Urbano;4;Não;#N/D;;
Alagoas;8;Rural;4;Não;#N/D;;
Mato Grosso;5;Urbano;6;Não;#N/D;;
Bahia;5;Rural;4;Não;#N/D;;
Ceará;4;Urbano;7;Não;#N/D;;
Ceará;4;Rural;7;Não;#N/D;;
São Paulo;3;Urbano;5;Não;#N/D;;
Ceará;2;Urbano;5;Não;#N/D;;
São Paulo;4;Rural;5;Não;#N/D;;
Pernambuco;3;Urbano;6;Não;#N/D;;
São Paulo;1;Urbano;11;Não;Boa;058.0;170
Rio Grande do Norte;3;Urbano;7;Não;#N/D;;
Rondônia;3;Urbano;4;Não;Boa;089.0;162
Rio de Janeiro;3;Urbano;5;Não;#N/D;;
Minas Gerais;2;Urbano;4;Não;#N/D;;
Espírito Santo;3;Urbano;6;Não;#N/D;;
Tocantins;3;Urbano;6;Não;#N/D;;
Paraná;4;Urbano;5;Não;#N/D;;
Rio Grande do Sul;4;Urbano;5;Não;#N/D;;
Roraima;2;Urbano;2;Não;#N/D;;
Sergipe;7;Rural;3;Não;#N/D;;
Goiás;3;Urbano;4;Sim;#N/D;;
Sergipe;1;Urbano;5;Não;Boa;099.0;
Ceará;3;Urbano;6;Não;Boa;050.0;164
Ceará;4;Urbano;4;Sim;Ruim;091.0;168
Rio de Janeiro;4;Urbano;9;Não;#N/D;;
Piauí;2;Urbano;7;Não;#N/D;;
São Paulo;6;Urbano;5;Não;#N/D;;
Goiás;4;Urbano;6;Não;Boa;071.0;179
São Paulo;2;Urbano;4;Não;#N/D;;
Piauí;3;Urbano;9;Não;#N/D;;
Amazonas;1;Rural;3;Não;Boa;080.0;170
Espírito Santo;2;Rural;6;Não;#N/D;;
Rio Grande do Norte;5;Rural;5;Não;#N/D;;
Pará;2;Urbano;5;Não;Boa;076.0;174
Distrito Federal;5;Urbano;7;Não;Boa;074.0;172
Minas Gerais;2;Urbano;7;Não;#N/D;;
Paraíba;5;Urbano;5;Não;#N/D;;
Santa Catarina;5;Urbano;5;Não;#N/D;;
Piauí;4;Urbano;5;Não;#N/D;;
Amazonas;5;Urbano;2;Não;Boa;068.0;175
Goiás;4;Urbano;7;Não;#N/D;;
Bahia;2;Urbano;7;Não;#N/D;;
Alagoas;4;Urbano;4;Não;#N/D;;
Amazonas;;Urbano;;;#N/D;;
Sergipe;1;Urbano;5;Não;Muito boa;065.0;159
Santa Catarina;5;Urbano;7;Não;#N/D;;
Amapá;4;Urbano;2;Não;#N/D;;
Rio Grande do Norte;5;Urbano;6;Não;#N/D;;
Ceará;3;Rural;1;Não;#N/D;;
Amazonas;6;Rural;3;Não;#N/D;;
Pará;2;Urbano;4;Não;#N/D;;
Piauí;5;Urbano;5;Não;#N/D;;
Ceará;6;Urbano;5;Não;#N/D;;
Minas Gerais;4;Rural;6;Não;#N/D;;
Paraná;3;Urbano;6;Não;#N/D;;
Roraima;3;Urbano;4;Não;#N/D;;
Ceará;;Urbano;;;#N/D;;
Rondônia;6;Urbano;6;Não;#N/D;;
Distrito Federal;6;Urbano;6;Não;#N/D;;
São Paulo;2;Urbano;6;Não;Regular;081.0;170
Rio de Janeiro;3;Urbano;8;Não;#N/D;;
Sergipe;4;Rural;5;Não;#N/D;;
Ceará;4;Urbano;6;Não;#N/D;;
Amazonas;2;Urbano;5;Sim;#N/D;;
Acre;4;Urbano;3;Não;#N/D;;
Sergipe;;Urbano;;;#N/D;;
Rio de Janeiro;1;Urbano;6;Sim;Regular;083.0;184
Amapá;4;Urbano;6;Não;#N/D;;
Pernambuco;5;Urbano;10;Não;#N/D;;
Minas Gerais;4;Urbano;7;Sim;#N/D;;
Rio Grande do Sul;4;Urbano;5;Não;#N/D;;
Goiás;3;Urbano;5;Não;Boa;103.0;
Pará;5;Urbano;5;Não;#N/D;;
Alagoas;3;Urbano;5;Não;#N/D;;
Bahia;4;Rural;8;Não;#N/D;;
Bahia;4;Urbano;4;Não;#N/D;;
Rio Grande do Norte;2;Urbano;7;Não;#N/D;;
Bahia;5;Rural;7;Não;#N/D;;
Alagoas;5;Rural;1;Não;#N/D;;
Rio Grande do Sul;3;Urbano;5;Não;#N/D;;
Rio Grande do Norte;3;Rural;5;Não;Regular;060.0;166
Rio de Janeiro;2;Urbano;6;Sim;Boa;070.0;160
Alagoas;6;Rural;6;Não;#N/D;;
Rio de Janeiro;3;Urbano;6;Não;#N/D;;
Bahia;5;Urbano;13;Não;#N/D;;
Amapá;6;Urbano;3;Não;Regular;076.0;170
Paraíba;2;Urbano;7;Não;#N/D;;
Minas Gerais;;Urbano;;;#N/D;;
Amazonas;2;Rural;5;Não;#N/D;;
Pernambuco;3;Urbano;9;Não;Muito boa;064.0;162
Mato Grosso do Sul;4;Urbano;5;Não;#N/D;;
Acre;4;Urbano;5;Não;#N/D;;
Rondônia;6;Rural;7;Não;#N/D;;
Mato Grosso;1;Urbano;10;Não;Muito boa;062.0;149
Rio de Janeiro;3;Urbano;5;Não;#N/D;;
Goiás;5;Urbano;7;Não;#N/D;;
Amapá;4;Urbano;5;Não;#N/D;;
Paraná;4;Urbano;6;Não;#N/D;;
Rondônia;3;Urbano;7;Não;Regular;065.0;162
Paraíba;3;Rural;5;Não;Boa;092.0;180
Rio Grande do Norte;3;Urbano;7;Não;#N/D;;
São Paulo;6;Urbano;4;Não;#N/D;;
Tocantins;7;Urbano;5;Não;#N/D;;
Maranhão;4;Urbano;7;Não;#N/D;;
Paraíba;6;Urbano;5;Não;#N/D;;
Roraima;4;Urbano;8;Não;#N/D;;
Alagoas;3;Urbano;8;Não;#N/D;;
Rio de Janeiro;1;Urbano;4;Não;Regular;110.0;
Espírito Santo;2;Urbano;6;Não;#N/D;;
Amazonas;4;Urbano;4;Não;#N/D;;
Amapá;1;Urbano;1;Não;Boa;078.0;168
Paraíba;3;Urbano;8;Não;#N/D;;
Bahia;2;Urbano;4;Não;Boa;098.0;183
Rio de Janeiro;2;Urbano;4;Não;Boa;079.0;172
Sergipe;3;Urbano;5;Não;#N/D;;
Sergipe;6;Urbano;10;Não;#N/D;;
Amazonas;3;Urbano;5;Não;#N/D;;
Roraima;4;Urbano;4;Sim;#N/D;;
Maranhão;3;Urbano;8;Não;#N/D;;
Piauí;3;Urbano;12;Não;#N/D;;
Alagoas;10;Rural;6;Não;#N/D;;
Rondônia;3;Rural;10;Não;#N/D;;
Alagoas;4;Urbano;5;Não;#N/D;;
Bahia;2;Urbano;4;Não;#N/D;;
Piauí;3;Urbano;6;Não;#N/D;;
Bahia;2;Urbano;3;Sim;#N/D;;
Santa Catarina;2;Urbano;4;Não;Muito boa;083.0;173
Bahia;4;Urbano;5;Não;#N/D;;
São Paulo;7;Urbano;5;Não;#N/D;;
Rio de Janeiro;3;Urbano;6;Não;#N/D;;
Acre;5;Urbano;6;Não;#N/D;;
Rio de Janeiro;5;Urbano;5;Não;#N/D;;
Rio de Janeiro;;Urbano;;;#N/D;;
Maranhão;5;Rural;6;Não;#N/D;;
Bahia;4;Rural;8;Não;#N/D;;
Mato Grosso;4;Urbano;5;Não;Muito boa;072.0;150
Minas Gerais;3;Urbano;5;Não;#N/D;;
Amazonas;8;Rural;7;Não;#N/D;;
Minas Gerais;4;Urbano;5;Não;#N/D;;
Maranhão;3;Rural;3;Não;#N/D;;
Espírito Santo;3;Urbano;5;Não;#N/D;;
Ceará;6;Urbano;4;Não;#N/D;;
Paraíba;3;Urbano;7;Não;Regular;077.0;165
Ceará;4;Urbano;5;Não;Boa;;165
São Paulo;;Urbano;;;#N/D;;
Minas Gerais;7;Urbano;12;Não;#N/D;;
Bahia;3;Urbano;4;Não;#N/D;;
Paraná;5;Urbano;8;Não;#N/D;;
Santa Catarina;3;Urbano;8;Não;#N/D;;
Acre;8;Rural;8;Não;#N/D;;
Piauí;4;Rural;5;Não;Boa;076.0;
Alagoas;4;Urbano;6;Não;Boa;062.0;147
Espírito Santo;3;Urbano;8;Não;Muito boa;060.0;159
São Paulo;2;Urbano;5;Não;#N/D;;
Rio Grande do Norte;3;Rural;8;Não;#N/D;;
Pará;3;Rural;3;Não;#N/D;;
Alagoas;3;Urbano;8;Não;#N/D;;
Rio de Janeiro;2;Urbano;4;Não;Regular;080.0;165
São Paulo;3;Rural;6;Não;#N/D;;
Minas Gerais;4;Urbano;8;Não;#N/D;;
Rio de Janeiro;3;Urbano;5;Não;#N/D;;
Paraíba;4;Urbano;4;Não;#N/D;;
Minas Gerais;3;Urbano;5;Não;#N/D;;
Goiás;3;Urbano;9;Não;#N/D;;
Mato Grosso do Sul;3;Urbano;4;Não;#N/D;;
São Paulo;2;Urbano;7;Não;#N/D;;
Ceará;3;Urbano;6;Não;Regular;070.0;166
Goiás;4;Urbano;7;Sim;#N/D;;
Minas Gerais;2;Urbano;3;Não;#N/D;;
Piauí;4;Rural;6;Não;Muito boa;050.0;160
Pernambuco;3;Rural;8;Não;#N/D;;
Amazonas;6;Rural;6;Sim;#N/D;;
Ceará;6;Rural;6;Não;#N/D;;
Paraná;6;Urbano;10;Não;#N/D;;
Maranhão;2;Rural;7;Não;Boa;;
Santa Catarina;3;Urbano;4;Não;#N/D;;
Pará;2;Rural;5;Não;#N/D;;
Rio Grande do Norte;4;Rural;8;Não;#N/D;;
Sergipe;1;Rural;7;Não;Ruim;;
Roraima;4;Urbano;7;Não;Boa;073.0;160
Amapá;4;Urbano;7;Não;#N/D;;
Mato Grosso;3;Urbano;7;Não;#N/D;;
Espírito Santo;5;Urbano;5;Não;#N/D;;
Santa Catarina;3;Urbano;7;Não;#N/D;;
Bahia;4;Rural;5;Não;Regular;070.0;
Mato Grosso do Sul;3;Urbano;3;Sim;#N/D;;
São Paulo;3;Urbano;6;Não;#N/D;;
Pernambuco;5;Urbano;6;Não;#N/D;;
Bahia;2;Urbano;5;Não;Boa;082.0;
Rio Grande do Sul;3;Urbano;4;Sim;Boa;062.0;161
Pernambuco;4;Urbano;5;Não;Boa;074.0;176
Distrito Federal;1;Urbano;7;Não;Muito boa;057.0;159
Alagoas;2;Urbano;7;Não;#N/D;;
Ceará;2;Rural;12;Não;Regular;058.0;
Ceará;2;Urbano;7;Não;Regular;065.0;
Goiás;2;Urbano;6;Não;Boa;030.0;145
Sergipe;11;Urbano;5;Não;#N/D;;
Alagoas;4;Urbano;5;Não;#N/D;;
Rio de Janeiro;4;Urbano;5;Não;#N/D;;
Acre;1;Rural;3;Não;Boa;067.0;
Maranhão;2;Rural;8;Não;#N/D;;
Rondônia;11;Urbano;8;Sim;#N/D;;
Acre;6;Rural;4;Não;#N/D;;
Piauí;4;Urbano;5;Não;#N/D;;
Maranhão;4;Urbano;4;Não;Boa;070.0;172
Maranhão;5;Rural;9;Não;#N/D;;
Espírito Santo;3;Urbano;14;Não;Boa;091.0;175
Bahia;1;Urbano;7;Sim;Regular;090.0;183
Acre;1;Urbano;2;Não;Boa;072.0;155
Maranhão;4;Rural;4;Não;#N/D;;
Alagoas;3;Rural;6;Não;#N/D;;
Rio de Janeiro;4;Urbano;4;Sim;#N/D;;
Minas Gerais;2;Urbano;6;Não;Boa;066.0;160
Tocantins;4;Urbano;6;Não;Boa;080.0;163
Pará;;Urbano;;;#N/D;;
Espírito Santo;2;Urbano;7;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;5;Não;Regular;071.0;163
Mato Grosso;3;Urbano;3;Não;Boa;084.0;168
Espírito Santo;6;Urbano;7;Não;#N/D;;
Bahia;3;Urbano;4;Sim;#N/D;;
Alagoas;6;Urbano;6;Não;#N/D;;
Goiás;4;Rural;5;Não;#N/D;;
Alagoas;8;Urbano;4;Não;#N/D;;
Pará;6;Urbano;4;Não;#N/D;;
Minas Gerais;2;Urbano;7;Não;Boa;071.0;153
Mato Grosso;3;Urbano;4;Não;#N/D;;
Rondônia;5;Rural;5;Não;#N/D;;
Rio Grande do Sul;4;Urbano;7;Não;#N/D;;
Espírito Santo;3;Urbano;6;Não;Boa;086.0;181
Paraná;2;Urbano;7;Não;#N/D;;
Minas Gerais;4;Urbano;7;Não;#N/D;;
Ceará;5;Urbano;6;Não;Boa;077.0;
Amazonas;6;Rural;6;Não;Regular;061.0;150
Pará;3;Urbano;3;Não;#N/D;;
Alagoas;3;Urbano;5;Não;#N/D;;
Piauí;4;Urbano;10;Não;#N/D;;
Acre;3;Rural;4;Não;#N/D;;
Paraíba;4;Urbano;7;Não;#N/D;;
Minas Gerais;;Urbano;;;#N/D;;
Santa Catarina;4;Urbano;5;Não;#N/D;;
Distrito Federal;5;Urbano;6;Não;#N/D;;
Rondônia;;Urbano;;;#N/D;;
Pernambuco;3;Rural;5;Não;#N/D;;
Maranhão;5;Rural;4;Não;#N/D;;
Pernambuco;4;Urbano;6;Não;#N/D;;
São Paulo;3;Urbano;7;Não;#N/D;;
Amazonas;3;Rural;4;Não;#N/D;;
Rio de Janeiro;3;Urbano;5;Não;#N/D;;
Acre;;Urbano;;;#N/D;;
Maranhão;2;Urbano;6;Não;Boa;055.0;162
Rio de Janeiro;4;Urbano;6;Não;#N/D;;
Rondônia;;Urbano;;;#N/D;;
Mato Grosso do Sul;8;Urbano;7;Não;#N/D;;
Sergipe;2;Urbano;9;Não;#N/D;;
Piauí;1;Urbano;8;Não;Boa;072.0;169
Mato Grosso;4;Urbano;7;Sim;#N/D;;
Acre;3;Urbano;5;Não;Boa;090.0;185
Acre;3;Rural;4;Não;Regular;075.0;185
Sergipe;;Urbano;;;#N/D;;
Paraná;3;Urbano;4;Não;Regular;051.0;160
Alagoas;5;Rural;8;Não;#N/D;;
Maranhão;4;Rural;6;Não;#N/D;;
São Paulo;2;Urbano;5;Sim;#N/D;;
Pará;5;Urbano;7;Não;#N/D;;
Tocantins;3;Urbano;4;Não;Ruim;081.0;151
Amazonas;3;Urbano;6;Não;#N/D;;
Paraná;1;Urbano;7;Não;Ruim;;160
Bahia;4;Urbano;7;Não;#N/D;;
Paraná;8;Rural;6;Não;#N/D;;
Alagoas;4;Urbano;6;Não;Boa;069.0;165
Tocantins;3;Urbano;8;Não;#N/D;;
